,freelancer_ID,name,gender,age,country,language,primary_skill,years_of_experience,hourly_rate (USD),rating,is_active,client_satisfaction,exp_group,age_group
927,250928,Valerie Gutierrez,F,41.0,South Korea,Korean,Machine Learning,12.0,30.0,4.6,1,79.0,Junior,40s
928,250929,Daniel Parker,M,52.0,Russia,Russian,Blockchain Development,15.0,40.0,0.0,1,92.0,Junior,50s
929,250930,Nicole Bennett,F,22.0,France,French,Machine Learning,2.0,30.0,2.0,0,96.0,Beginner,20s
930,250931,Lauren Lowery,F,38.0,Turkey,Turkish,Web Development,14.0,100.0,1.7,0,66.0,Junior,30s
931,250932,Alexander Woodward,M,21.0,Canada,English,Graphic Design,0.0,100.0,3.0,0,64.0,Beginner,20s
932,250933,Anthony Walter,M,41.0,Australia,English,Ai,15.0,40.0,3.4,0,100.0,Junior,40s
933,250934,Valerie Finley,F,33.0,Indonesia,Indonesian,Blockchain Development,6.0,40.0,3.2,1,95.0,Junior,30s
934,250935,Deborah Kelley,F,38.0,Mexico,Spanish,Mobile Apps,11.0,40.0,2.8,0,91.0,Junior,30s
935,250936,Kristina Miller,F,26.0,Russia,Russian,Devops,8.0,20.0,4.1,1,82.0,Junior,20s
936,250937,Anne Hampton,F,43.0,Netherlands,Dutch,Ai,3.0,20.0,0.0,1,95.0,Junior,40s
937,250938,Sandra Henry,F,21.0,Italy,Italian,Cybersecurity,0.0,40.0,0.0,1,95.0,Beginner,20s
938,250939,Tony Hester,M,47.0,South Korea,Korean,Mobile Apps,7.0,30.0,2.6,0,69.0,Junior,40s
939,250940,Nathan Davis,M,35.0,Spain,Spanish,Graphic Design,6.0,40.0,2.6,1,91.0,Junior,30s
940,250941,Erica Jackson,F,37.0,Indonesia,Indonesian,Mobile Apps,9.0,30.0,2.7,1,79.0,Junior,30s
941,250942,Nancy Glover,F,38.0,Brazil,Portuguese,Ai,15.0,40.0,4.0,0,62.0,Junior,30s
942,250943,Richard Sanchez,M,40.0,Canada,English,Data Analysis,20.0,20.0,2.5,0,81.0,Mid,40s
943,250944,Savannah Reid,F,46.0,Brazil,Portuguese,Data Analysis,16.0,75.0,0.0,0,94.0,Mid,40s
944,250945,Robert Salazar,M,56.0,Egypt,Arabic,Devops,22.0,30.0,2.6,0,95.0,Professional,50s
945,250946,Hector Greer,M,24.0,Turkey,Turkish,Graphic Design,2.0,40.0,1.6,0,100.0,Beginner,20s
946,250947,Thomas Jackson,M,26.0,Mexico,Spanish,Ai,1.0,75.0,0.0,1,94.0,Beginner,20s
947,250948,Tina Clark,F,38.0,Turkey,Turkish,Mobile Apps,8.0,30.0,4.0,1,92.0,Junior,30s
948,250949,Heather Brown,F,28.0,France,French,Devops,8.0,50.0,2.5,1,95.0,Junior,20s
949,250950,John Weaver,M,25.0,Brazil,Portuguese,Devops,7.0,20.0,3.8,0,97.0,Junior,20s
950,250951,Bradley Harris,M,41.0,United Kingdom,English,Devops,8.0,50.0,4.8,0,75.0,Junior,40s
951,250952,Cassandra Macdonald,F,45.0,Mexico,Spanish,Data Analysis,6.0,40.0,2.0,1,78.0,Junior,40s
952,250953,Matthew White,M,47.0,Turkey,Turkish,Devops,16.0,100.0,3.3,0,65.0,Mid,40s
953,250954,Miss Kimberly Marshall,F,59.0,United Kingdom,English,Data Analysis,40.0,40.0,2.5,1,70.0,Veteran,50s
954,250955,Laura Thompson,F,25.0,Canada,English,Blockchain Development,6.0,100.0,2.6,1,78.0,Junior,20s
955,250956,Nathan Soto,M,27.0,Australia,English,Web Development,3.0,50.0,2.6,1,96.0,Junior,20s
956,250957,Rhonda Hines,F,57.0,Australia,English,Ai,5.0,100.0,0.0,1,80.0,Junior,50s
957,250958,Gabrielle Bowman,F,34.0,Turkey,Turkish,Ui/Ux Design,12.0,20.0,1.6,1,64.0,Junior,30s
958,250959,Julian Edwards,M,55.0,France,French,Ui/Ux Design,33.0,50.0,0.0,0,92.0,Veteran,50s
959,250960,Nicholas Scott,M,21.0,Egypt,Arabic,Blockchain Development,1.0,100.0,0.0,1,79.0,Beginner,20s
960,250961,Daniel Green,M,53.0,Netherlands,Dutch,Devops,27.0,20.0,4.7,1,71.0,Veteran,50s
961,250962,Catherine Johnston,F,21.0,Germany,German,Ui/Ux Design,1.0,100.0,0.0,1,95.0,Beginner,20s
962,250963,Brenda Koch,F,41.0,Brazil,Portuguese,Web Development,12.0,20.0,4.1,0,86.0,Junior,40s
963,250964,Mr. Robert Meza,M,40.0,Germany,German,Ai,2.0,30.0,1.3,1,77.0,Beginner,40s
964,250965,Latoya Brown,F,59.0,United Kingdom,English,Ui/Ux Design,40.0,100.0,2.6,0,79.0,Veteran,50s
965,250966,David Osborne Iii,M,45.0,Netherlands,Dutch,Cybersecurity,4.0,20.0,2.7,0,72.0,Junior,40s
966,250967,David Hooper,M,44.0,South Korea,Korean,Machine Learning,9.0,40.0,2.6,0,70.0,Junior,40s
967,250968,Sarah Miller,F,36.0,United Kingdom,English,Cybersecurity,13.0,30.0,3.6,0,86.0,Junior,30s
968,250969,Lisa Werner Md,F,26.0,India,Hindi,Graphic Design,1.0,75.0,3.0,1,79.0,Beginner,20s
969,250970,Eric Jimenez,M,49.0,India,Hindi,Web Development,1.0,40.0,0.0,0,82.0,Beginner,40s
970,250971,Jay Bush,M,29.0,France,French,Mobile Apps,3.0,40.0,0.0,1,81.0,Junior,20s
971,250972,Johnny Rice,M,32.0,France,French,Graphic Design,1.0,40.0,3.1,1,76.0,Beginner,30s
972,250973,Matthew Strong,M,24.0,Indonesia,Indonesian,Blockchain Development,3.0,30.0,3.9,0,90.0,Junior,20s
973,250974,Mark Chandler,M,35.0,South Korea,Korean,Devops,14.0,30.0,1.6,1,67.0,Junior,30s
974,250975,Crystal Brown,F,43.0,Spain,Spanish,Blockchain Development,2.0,40.0,1.8,0,61.0,Beginner,40s
975,250976,Timothy Barton,M,53.0,South Korea,Korean,Machine Learning,27.0,100.0,3.7,0,73.0,Veteran,50s
976,250977,Lisa Hickman,F,38.0,Russia,Russian,Devops,7.0,75.0,2.6,0,79.0,Junior,30s
977,250978,Alan Mendoza,M,57.0,United Kingdom,English,Cybersecurity,29.0,75.0,4.1,0,90.0,Veteran,50s
978,250979,Jason Sanders,M,27.0,China,Mandarin,Blockchain Development,5.0,75.0,1.4,1,64.0,Junior,20s
979,250980,Charles Dean,M,43.0,Argentina,Spanish,Web Development,2.0,100.0,1.1,1,63.0,Beginner,40s
980,250981,Blake Newton,M,48.0,Canada,English,Data Analysis,18.0,40.0,3.9,0,79.0,Mid,40s
981,250982,David Gonzalez,M,26.0,Brazil,Portuguese,Cybersecurity,8.0,20.0,3.6,0,67.0,Junior,20s
982,250983,Cindy Williams,F,26.0,South Africa,Afrikaans,Graphic Design,0.0,40.0,0.0,0,97.0,Beginner,20s
983,250984,Laura Wong Dds,F,50.0,Italy,Italian,Data Analysis,16.0,75.0,4.5,0,69.0,Mid,50s
984,250985,Robert Moran,M,48.0,South Africa,Afrikaans,Web Development,8.0,50.0,2.6,1,73.0,Junior,40s
985,250986,Bradley Wu,M,60.0,Spain,Spanish,Blockchain Development,39.0,20.0,1.4,1,86.0,Veteran,50s
986,250987,Daniel Thomas,M,41.0,Egypt,Arabic,Machine Learning,12.0,50.0,0.0,1,81.0,Junior,40s
987,250988,Michelle Peterson,F,35.0,South Korea,Korean,Graphic Design,16.0,100.0,4.3,1,74.0,Mid,30s
988,250989,Seth Thomas,M,23.0,United States,English,Blockchain Development,4.0,100.0,2.2,1,64.0,Junior,20s
989,250990,Evan Ramos,M,37.0,Australia,English,Graphic Design,4.0,75.0,3.2,0,76.0,Junior,30s
990,250991,Michelle Solis,F,21.0,Argentina,Spanish,Ai,2.0,100.0,3.7,1,73.0,Beginner,20s
991,250992,Charlotte Taylor,F,58.0,Germany,German,Ui/Ux Design,37.0,50.0,4.9,0,69.0,Veteran,50s
992,250993,Sandra Preston,F,52.0,Indonesia,Indonesian,Mobile Apps,32.0,75.0,3.2,0,79.0,Veteran,50s
993,250994,Jim Weiss,M,46.0,Russia,Russian,Mobile Apps,8.0,20.0,2.2,0,89.0,Junior,40s
994,250995,Jennifer Hinton,F,34.0,South Africa,Afrikaans,Devops,8.0,30.0,3.9,1,95.0,Junior,30s
995,250996,Albert Wilcox,M,56.0,Turkey,Turkish,Devops,13.0,100.0,0.0,0,68.0,Junior,50s
996,250997,Cheryl Norris,F,26.0,Germany,German,Blockchain Development,6.0,40.0,2.8,0,82.0,Junior,20s
997,250998,Kathy Watkins,F,37.0,Japan,Japanese,Data Analysis,15.0,75.0,2.6,0,94.0,Junior,30s
998,250999,John Obrien,M,46.0,Russia,Russian,Machine Learning,22.0,100.0,2.8,1,97.0,Professional,40s
999,251000,Dawn Green,F,36.0,Mexico,Spanish,Ui/Ux Design,18.0,20.0,1.7,1,72.0,Mid,30s
